Datetime (CET+1/CEST +2),Datetime (UTC),Elia Grid Load [MW]
2022-11-01 11:30:00,2022-11-01 10:30:00,0.04922291605314533
2022-11-01 11:45:00,2022-11-01 10:45:00,0.04078909102890116
2022-11-01 12:00:00,2022-11-01 11:00:00,0.04171489407582957
2022-11-01 12:15:00,2022-11-01 11:15:00,0.026669472501374802
2022-11-01 12:30:00,2022-11-01 11:30:00,0.014958512782477784
2022-11-01 12:45:00,2022-11-01 11:45:00,0.017954723987571253
2022-11-01 13:00:00,2022-11-01 12:00:00,0.023784345421237862
2022-11-01 13:15:00,2022-11-01 12:15:00,0.023787711606842565
2022-11-01 13:30:00,2022-11-01 12:30:00,0.04487523233056023
2022-11-01 13:45:00,2022-11-01 12:45:00,0.0524010032865192
2022-11-01 14:00:00,2022-11-01 13:00:00,0.0580419143150715
2022-11-01 14:15:00,2022-11-01 13:15:00,0.07864337823858936
2022-11-01 14:30:00,2022-11-01 13:30:00,0.09471181422001246
2022-11-01 14:45:00,2022-11-01 13:45:00,0.12730271321700137
2022-11-01 15:00:00,2022-11-01 14:00:00,0.1584796102487499
2022-11-01 15:15:00,2022-11-01 14:15:00,0.17686847017370844
2022-11-01 15:30:00,2022-11-01 14:30:00,0.20737825042197178
2022-11-01 15:45:00,2022-11-01 14:45:00,0.23629704894668485
2022-11-01 16:00:00,2022-11-01 15:00:00,0.26844452949446734
2022-11-01 16:15:00,2022-11-01 15:15:00,0.2824454134752082
2022-11-01 16:30:00,2022-11-01 15:30:00,0.30427941135818354
2022-11-01 16:45:00,2022-11-01 15:45:00,0.31746792254631334
2022-11-01 17:00:00,2022-11-01 16:00:00,0.33810386437087375
2022-11-01 17:15:00,2022-11-01 16:15:00,0.3617654970259751
2022-11-01 17:30:00,2022-11-01 16:30:00,0.4052115285532614
2022-11-01 17:45:00,2022-11-01 16:45:00,0.4098959328419451
2022-11-01 18:00:00,2022-11-01 17:00:00,0.40993296088359726
2022-11-01 18:15:00,2022-11-01 17:15:00,0.38890909166949655
2022-11-01 18:30:00,2022-11-01 17:30:00,0.3956075970116841
2022-11-01 18:45:00,2022-11-01 17:45:00,0.4000775854779081
2022-11-01 19:00:00,2022-11-01 18:00:00,0.397016192678832
2022-11-01 19:15:00,2022-11-01 18:15:00,0.38383369982254084
2022-11-01 19:30:00,2022-11-01 18:30:00,0.36320785655479476
2022-11-01 19:45:00,2022-11-01 18:45:00,0.3524018907354514
2022-11-01 20:00:00,2022-11-01 19:00:00,0.3464874006222955
2022-11-01 20:15:00,2022-11-01 19:15:00,0.34465446155770135
2022-11-01 20:30:00,2022-11-01 19:30:00,0.3500070026861141
2022-11-01 20:45:00,2022-11-01 19:45:00,0.34534922186539524
2022-11-01 21:00:00,2022-11-01 20:00:00,0.3417738227250375
2022-11-01 21:15:00,2022-11-01 20:15:00,0.3324523447573852
2022-11-01 21:30:00,2022-11-01 20:30:00,0.3184594172153465
2022-11-01 21:45:00,2022-11-01 20:45:00,0.3144857881173852
2022-11-01 22:00:00,2022-11-01 21:00:00,0.34093941671755895
2022-11-01 22:15:00,2022-11-01 21:15:00,0.34414392340764893
2022-11-01 22:30:00,2022-11-01 21:30:00,0.34240197336000716
2022-11-01 22:45:00,2022-11-01 21:45:00,0.3177591486039358
2022-11-01 23:00:00,2022-11-01 22:00:00,0.28789812412676813
2022-11-01 23:15:00,2022-11-01 22:15:00,0.2855462824509218
2022-11-01 23:30:00,2022-11-01 22:30:00,0.2793211852115102
2022-11-01 23:45:00,2022-11-01 22:45:00,0.2679091019720646
2022-11-02 00:00:00,2022-11-01 23:00:00,0.25821520146977867
2022-11-02 00:15:00,2022-11-01 23:15:00,0.25404929176984964
2022-11-02 00:30:00,2022-11-01 23:30:00,0.24706833285373692
2022-11-02 00:45:00,2022-11-01 23:45:00,0.2362429859657602
2022-11-02 01:00:00,2022-11-02 00:00:00,0.2504653241570434
2022-11-02 01:15:00,2022-11-02 00:15:00,0.2469581667793999
2022-11-02 01:30:00,2022-11-02 00:30:00,0.24524212616035224
2022-11-02 01:45:00,2022-11-02 00:45:00,0.23867939030422264
2022-11-02 02:00:00,2022-11-02 01:00:00,0.23464139565727377
2022-11-02 02:15:00,2022-11-02 01:15:00,0.22139953552758995
2022-11-02 02:30:00,2022-11-02 01:30:00,0.22326277026262675
2022-11-02 02:45:00,2022-11-02 01:45:00,0.22270663559847365
2022-11-02 03:00:00,2022-11-02 02:00:00,0.22357674357448726
2022-11-02 03:15:00,2022-11-02 02:15:00,0.21503948484711555
2022-11-02 03:30:00,2022-11-02 02:30:00,0.2105338964179807
2022-11-02 03:45:00,2022-11-02 02:45:00,0.21975469483436377
2022-11-02 04:00:00,2022-11-02 03:00:00,0.22941554551434862
2022-11-02 04:15:00,2022-11-02 03:15:00,0.22734717746867128
2022-11-02 04:30:00,2022-11-02 03:30:00,0.2318827555513756
2022-11-02 04:45:00,2022-11-02 03:45:00,0.24091576161326383
2022-11-02 05:00:00,2022-11-02 04:00:00,0.25845879090081275
2022-11-02 05:15:00,2022-11-02 04:15:00,0.27236134145964547
2022-11-02 05:30:00,2022-11-02 04:30:00,0.2892838705340535
2022-11-02 05:45:00,2022-11-02 04:45:00,0.31111021799519983
2022-11-02 06:00:00,2022-11-02 05:00:00,0.346372338277988
2022-11-02 06:15:00,2022-11-02 05:15:00,0.36771834125390007
2022-11-02 06:30:00,2022-11-02 05:30:00,0.39947208009155216
2022-11-02 06:45:00,2022-11-02 05:45:00,0.4358448376126563
2022-11-02 07:00:00,2022-11-02 06:00:00,0.44829595014209894
2022-11-02 07:15:00,2022-11-02 06:15:00,0.4400431851011401
2022-11-02 07:30:00,2022-11-02 06:30:00,0.4527141197511349
2022-11-02 07:45:00,2022-11-02 06:45:00,0.46585264818331557
2022-11-02 08:00:00,2022-11-02 07:00:00,0.47423343028287895
2022-11-02 08:15:00,2022-11-02 07:15:00,0.47063875207951217
2022-11-02 08:30:00,2022-11-02 07:30:00,0.46540188532915333
2022-11-02 08:45:00,2022-11-02 07:45:00,0.44898826231480754
2022-11-02 09:00:00,2022-11-02 08:00:00,0.43337018116504916
2022-11-02 09:15:00,2022-11-02 08:15:00,0.42266020263825305
2022-11-02 09:30:00,2022-11-02 08:30:00,0.40109753971614487
2022-11-02 09:45:00,2022-11-02 08:45:00,0.3859428701179726
2022-11-02 10:00:00,2022-11-02 09:00:00,0.3780950674058266
2022-11-02 10:15:00,2022-11-02 09:15:00,0.3534604030997061
2022-11-02 10:30:00,2022-11-02 09:30:00,0.3481289771355413
2022-11-02 10:45:00,2022-11-02 09:45:00,0.3329798158410859
2022-11-02 11:00:00,2022-11-02 10:00:00,0.3308673813656738
2022-11-02 11:15:00,2022-11-02 10:15:00,0.3279560388400696
2022-11-02 11:30:00,2022-11-02 10:30:00,0.3272620945773708
2022-11-02 11:45:00,2022-11-02 10:45:00,0.3234542246190371
2022-11-02 12:00:00,2022-11-02 11:00:00,0.29531066883965845
2022-11-02 12:15:00,2022-11-02 11:15:00,0.2884319195591806
2022-11-02 12:30:00,2022-11-02 11:30:00,0.29689175601764334
2022-11-02 12:45:00,2022-11-02 11:45:00,0.3010687843306305
2022-11-02 13:00:00,2022-11-02 12:00:00,0.3075001369425508
2022-11-02 13:15:00,2022-11-02 12:15:00,0.30152168930290485
2022-11-02 13:30:00,2022-11-02 12:30:00,0.30731907695926536
2022-11-02 13:45:00,2022-11-02 12:45:00,0.3163916612034155
2022-11-02 14:00:00,2022-11-02 13:00:00,0.3220791888023122
2022-11-02 14:15:00,2022-11-02 13:15:00,0.33479990219700734
2022-11-02 14:30:00,2022-11-02 13:30:00,0.3581481735739946
2022-11-02 14:45:00,2022-11-02 13:45:00,0.39014080958395886
2022-11-02 15:00:00,2022-11-02 14:00:00,0.40886679809751353
2022-11-02 15:15:00,2022-11-02 14:15:00,0.4203003025180803
2022-11-02 15:30:00,2022-11-02 14:30:00,0.4334741248962986
2022-11-02 15:45:00,2022-11-02 14:45:00,0.4516971236760053
2022-11-02 16:00:00,2022-11-02 15:00:00,0.48825226725351184
2022-11-02 16:15:00,2022-11-02 15:15:00,0.5024871521365946
2022-11-02 16:30:00,2022-11-02 15:30:00,0.528699231418222
2022-11-02 16:45:00,2022-11-02 15:45:00,0.534600256788959
2022-11-02 17:00:00,2022-11-02 16:00:00,0.5393572890822054
2022-11-02 17:15:00,2022-11-02 16:15:00,0.5631582614202182
2022-11-02 17:30:00,2022-11-02 16:30:00,0.5940819804922404
2022-11-02 17:45:00,2022-11-02 16:45:00,0.5964279058418724
2022-11-02 18:00:00,2022-11-02 17:00:00,0.5925017093592506
2022-11-02 18:15:00,2022-11-02 17:15:00,0.5732836457136574
2022-11-02 18:30:00,2022-11-02 17:30:00,0.5729364185682471
2022-11-02 18:45:00,2022-11-02 17:45:00,0.5653761697112456
2022-11-02 19:00:00,2022-11-02 18:00:00,0.560127470308458
2022-11-02 19:15:00,2022-11-02 18:15:00,0.5405726860967661
2022-11-02 19:30:00,2022-11-02 18:30:00,0.5330340624321344
2022-11-02 19:45:00,2022-11-02 18:45:00,0.5235537617073132
